E:\Desktop\data\IMG\center_2020_09_24_22_37_34_487.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_34_487.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_34_487.jpg, 0, 0, 0, 8.087056E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_34_597.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_34_597.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_34_597.jpg, 0, 0, 0, 7.883022E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_34_699.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_34_699.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_34_699.jpg, 0, 0, 0, 7.786937E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_34_801.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_34_801.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_34_801.jpg, 0, 0, 0, 7.775414E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_34_901.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_34_901.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_34_901.jpg, 0, 0, 0, 7.81489E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_006.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_006.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_006.jpg, 0, 0, 0, 8.181435E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_113.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_113.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_113.jpg, 0, 0, 0, 7.845234E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_217.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_217.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_217.jpg, 0, 0, 0, 7.813742E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_322.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_322.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_322.jpg, 0, 0, 0, 8.182057E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_426.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_426.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_426.jpg, 0, 0, 0, 7.793237E-05
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_533.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_533.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_533.jpg, 0, 0.1338366, 0, 0.06781685
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_640.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_640.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_640.jpg, 0, 0.4219338, 0, 0.4285316
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_752.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_752.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_752.jpg, 0, 0.7873029, 0, 1.355975
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_852.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_852.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_852.jpg, 0, 1, 0, 2.549859
E:\Desktop\data\IMG\center_2020_09_24_22_37_35_955.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_35_955.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_35_955.jpg, -0.3074445, 1, 0, 3.709813
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_055.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_055.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_055.jpg, -0.005617172, 1, 0, 4.879416
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_161.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_161.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_161.jpg, 0, 1, 0, 6.035787
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_272.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_272.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_272.jpg, 0, 1, 0, 7.40966
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_377.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_377.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_377.jpg, 0, 1, 0, 8.542349
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_480.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_480.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_480.jpg, 0, 1, 0, 9.663995
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_589.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_589.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_589.jpg, -0.1774845, 1, 0, 10.97507
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_702.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_702.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_702.jpg, 0, 1, 0, 12.19888
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_801.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_801.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_801.jpg, -0.2717883, 1, 0, 13.15985
E:\Desktop\data\IMG\center_2020_09_24_22_37_36_904.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_36_904.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_36_904.jpg, -0.2490147, 1, 0, 14.28291
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_016.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_016.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_016.jpg, -0.116676, 1, 0, 15.53319
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_124.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_124.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_124.jpg, -0.1222953, 1, 0, 16.33527
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_230.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_230.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_230.jpg, 0, 1, 0, 17.613
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_337.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_337.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_337.jpg, 0, 1, 0, 18.82729
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_468.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_468.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_468.jpg, -0.3958557, 1, 0, 19.96149
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_580.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_580.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_580.jpg, -0.7306633, 1, 0, 20.88197
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_685.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_685.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_685.jpg, -0.6786196, 1, 0, 21.60089
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_795.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_795.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_795.jpg, -0.3459274, 1, 0, 22.82915
E:\Desktop\data\IMG\center_2020_09_24_22_37_37_903.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_37_903.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_37_903.jpg, -0.0602734, 1, 0, 23.84278
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_013.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_013.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_013.jpg, 0, 1, 0, 24.96984
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_114.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_114.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_114.jpg, 0, 1, 0, 25.92144
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_219.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_219.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_219.jpg, 0, 1, 0, 26.86898
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_320.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_320.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_320.jpg, 0, 1, 0, 27.80709
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_431.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_431.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_431.jpg, 0, 1, 0, 28.92033
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_539.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_539.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_539.jpg, 0, 1, 0, 29.83775
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_651.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_651.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_651.jpg, -0.3301374, 1, 0, 30.17303
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_754.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_754.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_754.jpg, -0.47019, 1, 0, 30.16718
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_858.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_858.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_858.jpg, -0.1615569, 1, 0, 30.19243
E:\Desktop\data\IMG\center_2020_09_24_22_37_38_977.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_38_977.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_38_977.jpg, 0, 1, 0, 30.18906
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_080.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_080.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_080.jpg, 0, 1, 0, 30.19019
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_195.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_195.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_195.jpg, 0, 1, 0, 30.19032
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_305.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_305.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_305.jpg, 0, 1, 0, 30.18752
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_417.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_417.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_417.jpg, 0, 1, 0, 30.19034
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_526.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_526.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_526.jpg, 0, 1, 0, 30.18853
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_629.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_629.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_629.jpg, 0, 1, 0, 30.19035
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_735.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_735.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_735.jpg, 0, 1, 0, 30.19028
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_840.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_840.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_840.jpg, 0, 1, 0, 30.1903
E:\Desktop\data\IMG\center_2020_09_24_22_37_39_945.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_39_945.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_39_945.jpg, 0, 1, 0, 30.19027
E:\Desktop\data\IMG\center_2020_09_24_22_37_40_054.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_40_054.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_40_054.jpg, 0, 1, 0, 30.19193
E:\Desktop\data\IMG\center_2020_09_24_22_37_40_177.jpg, E:\Desktop\data\IMG\left_2020_09_24_22_37_40_177.jpg, E:\Desktop\data\IMG\right_2020_09_24_22_37_40_177.jpg, -0.3668661, 1, 0, 30.16288
